from_county,to_county,facility,product,units,meta
KISII,HOMA BAY,Gesusu  Hospital,Distributed_After_Sun_Lotions,37,Distibuted_Sunscreen_Lotions=900; Distributed_After_Sun_Lotions=900; Distributed_Protective_Clothings_Caps=225; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=225
KISII,HOMA BAY,Gesusu  Hospital,Distributed_Protective_Clothings_Caps,9,Distibuted_Sunscreen_Lotions=900; Distributed_After_Sun_Lotions=900; Distributed_Protective_Clothings_Caps=225; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=225
KISII,HOMA BAY,Gesusu  Hospital,Distributed_Protective_Clothings_Long_sleeved_T-Shirts,9,Distibuted_Sunscreen_Lotions=900; Distributed_After_Sun_Lotions=900; Distributed_Protective_Clothings_Caps=225; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=225
KISII,HOMA BAY,Riyabe  Hospital,Distibuted_Sunscreen_Lotions,44,Distibuted_Sunscreen_Lotions=1080; Distributed_After_Sun_Lotions=1080; Distributed_Protective_Clothings_Caps=270; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=270
KISII,HOMA BAY,Riyabe  Hospital,Distributed_Lip_Care_Products,44,Distibuted_Sunscreen_Lotions=1080; Distributed_After_Sun_Lotions=1080; Distributed_Protective_Clothings_Caps=270; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=270
KISII,HOMA BAY,Riyabe  Hospital,Distributed_After_Sun_Lotions,44,Distibuted_Sunscreen_Lotions=1080; Distributed_After_Sun_Lotions=1080; Distributed_Protective_Clothings_Caps=270; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=270
KISII,HOMA BAY,Riyabe  Hospital,Distributed_Protective_Clothings_Caps,11,Distibuted_Sunscreen_Lotions=1080; Distributed_After_Sun_Lotions=1080; Distributed_Protective_Clothings_Caps=270; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=270
KISII,HOMA BAY,Riyabe  Hospital,Distributed_Protective_Clothings_Long_sleeved_T-Shirts,11,Distibuted_Sunscreen_Lotions=1080; Distributed_After_Sun_Lotions=1080; Distributed_Protective_Clothings_Caps=270; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=270
KISII,HOMA BAY,Marani Hospital,Distibuted_Sunscreen_Lotions,30,Distibuted_Sunscreen_Lotions=720; Distributed_After_Sun_Lotions=720; Distributed_Protective_Clothings_Caps=180; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=180
KISII,HOMA BAY,Marani Hospital,Distributed_Lip_Care_Products,30,Distibuted_Sunscreen_Lotions=720; Distributed_After_Sun_Lotions=720; Distributed_Protective_Clothings_Caps=180; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=180
KISII,HOMA BAY,Marani Hospital,Distributed_After_Sun_Lotions,30,Distibuted_Sunscreen_Lotions=720; Distributed_After_Sun_Lotions=720; Distributed_Protective_Clothings_Caps=180; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=180
KISII,HOMA BAY,Marani Hospital,Distributed_Protective_Clothings_Caps,7,Distibuted_Sunscreen_Lotions=720; Distributed_After_Sun_Lotions=720; Distributed_Protective_Clothings_Caps=180; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=180
KISII,HOMA BAY,Marani Hospital,Distributed_Protective_Clothings_Long_sleeved_T-Shirts,7,Distibuted_Sunscreen_Lotions=720; Distributed_After_Sun_Lotions=720; Distributed_Protective_Clothings_Caps=180; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=180
KISII,HOMA BAY,Kisii Lev 5,Distibuted_Sunscreen_Lotions,104,Distibuted_Sunscreen_Lotions=2520; Distributed_After_Sun_Lotions=2520; Distributed_Protective_Clothings_Caps=630; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=630
KISII,HOMA BAY,Kisii Lev 5,Distributed_Lip_Care_Products,104,Distibuted_Sunscreen_Lotions=2520; Distributed_After_Sun_Lotions=2520; Distributed_Protective_Clothings_Caps=630; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=630
KISII,HOMA BAY,Kisii Lev 5,Distributed_After_Sun_Lotions,104,Distibuted_Sunscreen_Lotions=2520; Distributed_After_Sun_Lotions=2520; Distributed_Protective_Clothings_Caps=630; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=630
KISII,HOMA BAY,Kisii Lev 5,Distributed_Protective_Clothings_Caps,26,Distibuted_Sunscreen_Lotions=2520; Distributed_After_Sun_Lotions=2520; Distributed_Protective_Clothings_Caps=630; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=630
KISII,HOMA BAY,Kisii Lev 5,Distributed_Protective_Clothings_Long_sleeved_T-Shirts,26,Distibuted_Sunscreen_Lotions=2520; Distributed_After_Sun_Lotions=2520; Distributed_Protective_Clothings_Caps=630; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=630
KISII,HOMA BAY,Keumbu  Hospital,Distibuted_Sunscreen_Lotions,22,Distibuted_Sunscreen_Lotions=540; Distributed_After_Sun_Lotions=540; Distributed_Protective_Clothings_Caps=135; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=135
KISII,HOMA BAY,Keumbu  Hospital,Distributed_Lip_Care_Products,22,Distibuted_Sunscreen_Lotions=540; Distributed_After_Sun_Lotions=540; Distributed_Protective_Clothings_Caps=135; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=135
KISII,HOMA BAY,Keumbu  Hospital,Distributed_After_Sun_Lotions,22,Distibuted_Sunscreen_Lotions=540; Distributed_After_Sun_Lotions=540; Distributed_Protective_Clothings_Caps=135; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=135
KISII,HOMA BAY,Keumbu  Hospital,Distributed_Protective_Clothings_Caps,6,Distibuted_Sunscreen_Lotions=540; Distributed_After_Sun_Lotions=540; Distributed_Protective_Clothings_Caps=135; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=135
KISII,HOMA BAY,Keumbu  Hospital,Distributed_Protective_Clothings_Long_sleeved_T-Shirts,6,Distibuted_Sunscreen_Lotions=540; Distributed_After_Sun_Lotions=540; Distributed_Protective_Clothings_Caps=135; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=135
KISII,MANDERA,Nyamache Hospital,Distibuted_Sunscreen_Lotions,54,Distibuted_Sunscreen_Lotions=1620; Distributed_After_Sun_Lotions=1620; Distributed_Protective_Clothings_Caps=405; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=405
KISII,MANDERA,Nyamache Hospital,Distributed_Lip_Care_Products,54,Distibuted_Sunscreen_Lotions=1620; Distributed_After_Sun_Lotions=1620; Distributed_Protective_Clothings_Caps=405; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=405
KISII,MANDERA,Nyamache Hospital,Distributed_After_Sun_Lotions,54,Distibuted_Sunscreen_Lotions=1620; Distributed_After_Sun_Lotions=1620; Distributed_Protective_Clothings_Caps=405; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=405
KISII,MANDERA,Nyamache Hospital,Distributed_Protective_Clothings_Caps,13,Distibuted_Sunscreen_Lotions=1620; Distributed_After_Sun_Lotions=1620; Distributed_Protective_Clothings_Caps=405; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=405
KISII,MANDERA,Nyamache Hospital,Distributed_Protective_Clothings_Long_sleeved_T-Shirts,13,Distibuted_Sunscreen_Lotions=1620; Distributed_After_Sun_Lotions=1620; Distributed_Protective_Clothings_Caps=405; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=405
KISII,MANDERA,Nyamarambe/Nduru Hospital,Distibuted_Sunscreen_Lotions,71,Distibuted_Sunscreen_Lotions=2160; Distributed_After_Sun_Lotions=2160; Distributed_Protective_Clothings_Caps=540; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=540
KISII,MANDERA,Nyamarambe/Nduru Hospital,Distributed_Lip_Care_Products,71,Distibuted_Sunscreen_Lotions=2160; Distributed_After_Sun_Lotions=2160; Distributed_Protective_Clothings_Caps=540; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=540
KISII,MANDERA,Nyamarambe/Nduru Hospital,Distributed_After_Sun_Lotions,71,Distibuted_Sunscreen_Lotions=2160; Distributed_After_Sun_Lotions=2160; Distributed_Protective_Clothings_Caps=540; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=540
KISII,MANDERA,Nyamarambe/Nduru Hospital,Distributed_Protective_Clothings_Caps,18,Distibuted_Sunscreen_Lotions=2160; Distributed_After_Sun_Lotions=2160; Distributed_Protective_Clothings_Caps=540; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=540
KISII,MANDERA,Nyamarambe/Nduru Hospital,Distributed_Protective_Clothings_Long_sleeved_T-Shirts,18,Distibuted_Sunscreen_Lotions=2160; Distributed_After_Sun_Lotions=2160; Distributed_Protective_Clothings_Caps=540; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=540
KISII,MANDERA,Kenyenya Hospital,Distibuted_Sunscreen_Lotions,48,Distibuted_Sunscreen_Lotions=1440; Distributed_After_Sun_Lotions=1440; Distributed_Protective_Clothings_Caps=360; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=360
KISII,MANDERA,Kenyenya Hospital,Distributed_Lip_Care_Products,48,Distibuted_Sunscreen_Lotions=1440; Distributed_After_Sun_Lotions=1440; Distributed_Protective_Clothings_Caps=360; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=360
KISII,MANDERA,Kenyenya Hospital,Distributed_After_Sun_Lotions,48,Distibuted_Sunscreen_Lotions=1440; Distributed_After_Sun_Lotions=1440; Distributed_Protective_Clothings_Caps=360; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=360
KISII,MANDERA,Kenyenya Hospital,Distributed_Protective_Clothings_Caps,12,Distibuted_Sunscreen_Lotions=1440; Distributed_After_Sun_Lotions=1440; Distributed_Protective_Clothings_Caps=360; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=360
KISII,MANDERA,Kenyenya Hospital,Distributed_Protective_Clothings_Long_sleeved_T-Shirts,12,Distibuted_Sunscreen_Lotions=1440; Distributed_After_Sun_Lotions=1440; Distributed_Protective_Clothings_Caps=360; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=360
KISII,MANDERA,Ogembo Hosptal/Gucha,Distibuted_Sunscreen_Lotions,18,Distibuted_Sunscreen_Lotions=540; Distributed_After_Sun_Lotions=540; Distributed_Protective_Clothings_Caps=135; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=135
KISII,MANDERA,Ogembo Hosptal/Gucha,Distributed_Lip_Care_Products,18,Distibuted_Sunscreen_Lotions=540; Distributed_After_Sun_Lotions=540; Distributed_Protective_Clothings_Caps=135; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=135
KISII,MANDERA,Ogembo Hosptal/Gucha,Distributed_After_Sun_Lotions,18,Distibuted_Sunscreen_Lotions=540; Distributed_After_Sun_Lotions=540; Distributed_Protective_Clothings_Caps=135; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=135
KISII,MANDERA,Ogembo Hosptal/Gucha,Distributed_Protective_Clothings_Caps,4,Distibuted_Sunscreen_Lotions=540; Distributed_After_Sun_Lotions=540; Distributed_Protective_Clothings_Caps=135; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=135
KISII,MANDERA,Ogembo Hosptal/Gucha,Distributed_Protective_Clothings_Long_sleeved_T-Shirts,4,Distibuted_Sunscreen_Lotions=540; Distributed_After_Sun_Lotions=540; Distributed_Protective_Clothings_Caps=135; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=135
KISII,MANDERA,Gesusu  Hospital,Distibuted_Sunscreen_Lotions,30,Distibuted_Sunscreen_Lotions=900; Distributed_After_Sun_Lotions=900; Distributed_Protective_Clothings_Caps=225; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=225
KISII,MANDERA,Gesusu  Hospital,Distributed_Lip_Care_Products,30,Distibuted_Sunscreen_Lotions=900; Distributed_After_Sun_Lotions=900; Distributed_Protective_Clothings_Caps=225; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=225
KISII,MANDERA,Gesusu  Hospital,Distributed_After_Sun_Lotions,30,Distibuted_Sunscreen_Lotions=900; Distributed_After_Sun_Lotions=900; Distributed_Protective_Clothings_Caps=225; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=225
KISII,MANDERA,Gesusu  Hospital,Distributed_Protective_Clothings_Caps,7,Distibuted_Sunscreen_Lotions=900; Distributed_After_Sun_Lotions=900; Distributed_Protective_Clothings_Caps=225; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=225
KISII,MANDERA,Gesusu  Hospital,Distributed_Protective_Clothings_Long_sleeved_T-Shirts,7,Distibuted_Sunscreen_Lotions=900; Distributed_After_Sun_Lotions=900; Distributed_Protective_Clothings_Caps=225; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=225
KISII,MANDERA,Riyabe  Hospital,Distibuted_Sunscreen_Lotions,36,Distibuted_Sunscreen_Lotions=1080; Distributed_After_Sun_Lotions=1080; Distributed_Protective_Clothings_Caps=270; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=270
KISII,MANDERA,Riyabe  Hospital,Distributed_Lip_Care_Products,36,Distibuted_Sunscreen_Lotions=1080; Distributed_After_Sun_Lotions=1080; Distributed_Protective_Clothings_Caps=270; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=270
KISII,MANDERA,Riyabe  Hospital,Distributed_After_Sun_Lotions,36,Distibuted_Sunscreen_Lotions=1080; Distributed_After_Sun_Lotions=1080; Distributed_Protective_Clothings_Caps=270; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=270
KISII,MANDERA,Riyabe  Hospital,Distributed_Protective_Clothings_Caps,9,Distibuted_Sunscreen_Lotions=1080; Distributed_After_Sun_Lotions=1080; Distributed_Protective_Clothings_Caps=270; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=270
KISII,MANDERA,Riyabe  Hospital,Distributed_Protective_Clothings_Long_sleeved_T-Shirts,9,Distibuted_Sunscreen_Lotions=1080; Distributed_After_Sun_Lotions=1080; Distributed_Protective_Clothings_Caps=270; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=270
KISII,MANDERA,Marani Hospital,Distibuted_Sunscreen_Lotions,24,Distibuted_Sunscreen_Lotions=720; Distributed_After_Sun_Lotions=720; Distributed_Protective_Clothings_Caps=180; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=180
KISII,MANDERA,Marani Hospital,Distributed_Lip_Care_Products,24,Distibuted_Sunscreen_Lotions=720; Distributed_After_Sun_Lotions=720; Distributed_Protective_Clothings_Caps=180; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=180
KISII,MANDERA,Marani Hospital,Distributed_After_Sun_Lotions,24,Distibuted_Sunscreen_Lotions=720; Distributed_After_Sun_Lotions=720; Distributed_Protective_Clothings_Caps=180; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=180
KISII,MANDERA,Marani Hospital,Distributed_Protective_Clothings_Caps,6,Distibuted_Sunscreen_Lotions=720; Distributed_After_Sun_Lotions=720; Distributed_Protective_Clothings_Caps=180; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=180
KISII,MANDERA,Marani Hospital,Distributed_Protective_Clothings_Long_sleeved_T-Shirts,6,Distibuted_Sunscreen_Lotions=720; Distributed_After_Sun_Lotions=720; Distributed_Protective_Clothings_Caps=180; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=180
KISII,MANDERA,Kisii Lev 5,Distibuted_Sunscreen_Lotions,83,Distibuted_Sunscreen_Lotions=2520; Distributed_After_Sun_Lotions=2520; Distributed_Protective_Clothings_Caps=630; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=630
KISII,MANDERA,Kisii Lev 5,Distributed_Lip_Care_Products,83,Distibuted_Sunscreen_Lotions=2520; Distributed_After_Sun_Lotions=2520; Distributed_Protective_Clothings_Caps=630; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=630
KISII,MANDERA,Kisii Lev 5,Distributed_After_Sun_Lotions,83,Distibuted_Sunscreen_Lotions=2520; Distributed_After_Sun_Lotions=2520; Distributed_Protective_Clothings_Caps=630; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=630
KISII,MANDERA,Kisii Lev 5,Distributed_Protective_Clothings_Caps,21,Distibuted_Sunscreen_Lotions=2520; Distributed_After_Sun_Lotions=2520; Distributed_Protective_Clothings_Caps=630; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=630
KISII,MANDERA,Kisii Lev 5,Distributed_Protective_Clothings_Long_sleeved_T-Shirts,21,Distibuted_Sunscreen_Lotions=2520; Distributed_After_Sun_Lotions=2520; Distributed_Protective_Clothings_Caps=630; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=630
KISII,MANDERA,Keumbu  Hospital,Distibuted_Sunscreen_Lotions,18,Distibuted_Sunscreen_Lotions=540; Distributed_After_Sun_Lotions=540; Distributed_Protective_Clothings_Caps=135; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=135
KISII,MANDERA,Keumbu  Hospital,Distributed_Lip_Care_Products,18,Distibuted_Sunscreen_Lotions=540; Distributed_After_Sun_Lotions=540; Distributed_Protective_Clothings_Caps=135; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=135
KISII,MANDERA,Keumbu  Hospital,Distributed_After_Sun_Lotions,18,Distibuted_Sunscreen_Lotions=540; Distributed_After_Sun_Lotions=540; Distributed_Protective_Clothings_Caps=135; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=135
KISII,MANDERA,Keumbu  Hospital,Distributed_Protective_Clothings_Caps,4,Distibuted_Sunscreen_Lotions=540; Distributed_After_Sun_Lotions=540; Distributed_Protective_Clothings_Caps=135; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=135
KISII,MANDERA,Keumbu  Hospital,Distributed_Protective_Clothings_Long_sleeved_T-Shirts,4,Distibuted_Sunscreen_Lotions=540; Distributed_After_Sun_Lotions=540; Distributed_Protective_Clothings_Caps=135; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=135
KISII,MANDERA,Kisii Lev 5,Distibuted_Sunscreen_Lotions,1,Distibuted_Sunscreen_Lotions=2520; Distributed_After_Sun_Lotions=2520; Distributed_Protective_Clothings_Caps=630; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=630
KISII,BARINGO,Nyamache Hospital,Distibuted_Sunscreen_Lotions,46,Distibuted_Sunscreen_Lotions=1620; Distributed_After_Sun_Lotions=1620; Distributed_Protective_Clothings_Caps=405; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=405
KISII,BARINGO,Nyamache Hospital,Distributed_Lip_Care_Products,46,Distibuted_Sunscreen_Lotions=1620; Distributed_After_Sun_Lotions=1620; Distributed_Protective_Clothings_Caps=405; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=405
KISII,BARINGO,Nyamache Hospital,Distributed_After_Sun_Lotions,46,Distibuted_Sunscreen_Lotions=1620; Distributed_After_Sun_Lotions=1620; Distributed_Protective_Clothings_Caps=405; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=405
KISII,BARINGO,Nyamache Hospital,Distributed_Protective_Clothings_Caps,11,Distibuted_Sunscreen_Lotions=1620; Distributed_After_Sun_Lotions=1620; Distributed_Protective_Clothings_Caps=405; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=405
KISII,BARINGO,Nyamache Hospital,Distributed_Protective_Clothings_Long_sleeved_T-Shirts,11,Distibuted_Sunscreen_Lotions=1620; Distributed_After_Sun_Lotions=1620; Distributed_Protective_Clothings_Caps=405; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=405
KISII,BARINGO,Nyamarambe/Nduru Hospital,Distibuted_Sunscreen_Lotions,61,Distibuted_Sunscreen_Lotions=2160; Distributed_After_Sun_Lotions=2160; Distributed_Protective_Clothings_Caps=540; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=540
KISII,BARINGO,Nyamarambe/Nduru Hospital,Distributed_Lip_Care_Products,61,Distibuted_Sunscreen_Lotions=2160; Distributed_After_Sun_Lotions=2160; Distributed_Protective_Clothings_Caps=540; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=540
KISII,BARINGO,Nyamarambe/Nduru Hospital,Distributed_After_Sun_Lotions,61,Distibuted_Sunscreen_Lotions=2160; Distributed_After_Sun_Lotions=2160; Distributed_Protective_Clothings_Caps=540; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=540
KISII,BARINGO,Nyamarambe/Nduru Hospital,Distributed_Protective_Clothings_Caps,15,Distibuted_Sunscreen_Lotions=2160; Distributed_After_Sun_Lotions=2160; Distributed_Protective_Clothings_Caps=540; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=540
KISII,BARINGO,Nyamarambe/Nduru Hospital,Distributed_Protective_Clothings_Long_sleeved_T-Shirts,15,Distibuted_Sunscreen_Lotions=2160; Distributed_After_Sun_Lotions=2160; Distributed_Protective_Clothings_Caps=540; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=540
