from_county,to_county,facility,product,units,meta
KISII,BARINGO,Kenyenya Hospital,Distibuted_Sunscreen_Lotions,41,Distibuted_Sunscreen_Lotions=1440; Distributed_After_Sun_Lotions=1440; Distributed_Protective_Clothings_Caps=360; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=360
KISII,BARINGO,Kenyenya Hospital,Distributed_Lip_Care_Products,41,Distibuted_Sunscreen_Lotions=1440; Distributed_After_Sun_Lotions=1440; Distributed_Protective_Clothings_Caps=360; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=360
KISII,BARINGO,Kenyenya Hospital,Distributed_After_Sun_Lotions,41,Distibuted_Sunscreen_Lotions=1440; Distributed_After_Sun_Lotions=1440; Distributed_Protective_Clothings_Caps=360; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=360
KISII,BARINGO,Kenyenya Hospital,Distributed_Protective_Clothings_Caps,10,Distibuted_Sunscreen_Lotions=1440; Distributed_After_Sun_Lotions=1440; Distributed_Protective_Clothings_Caps=360; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=360
KISII,BARINGO,Kenyenya Hospital,Distributed_Protective_Clothings_Long_sleeved_T-Shirts,10,Distibuted_Sunscreen_Lotions=1440; Distributed_After_Sun_Lotions=1440; Distributed_Protective_Clothings_Caps=360; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=360
KISII,BARINGO,Ogembo Hosptal/Gucha,Distibuted_Sunscreen_Lotions,15,Distibuted_Sunscreen_Lotions=540; Distributed_After_Sun_Lotions=540; Distributed_Protective_Clothings_Caps=135; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=135
KISII,BARINGO,Ogembo Hosptal/Gucha,Distributed_Lip_Care_Products,15,Distibuted_Sunscreen_Lotions=540; Distributed_After_Sun_Lotions=540; Distributed_Protective_Clothings_Caps=135; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=135
KISII,BARINGO,Ogembo Hosptal/Gucha,Distributed_After_Sun_Lotions,15,Distibuted_Sunscreen_Lotions=540; Distributed_After_Sun_Lotions=540; Distributed_Protective_Clothings_Caps=135; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=135
KISII,BARINGO,Ogembo Hosptal/Gucha,Distributed_Protective_Clothings_Caps,4,Distibuted_Sunscreen_Lotions=540; Distributed_After_Sun_Lotions=540; Distributed_Protective_Clothings_Caps=135; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=135
KISII,BARINGO,Ogembo Hosptal/Gucha,Distributed_Protective_Clothings_Long_sleeved_T-Shirts,4,Distibuted_Sunscreen_Lotions=540; Distributed_After_Sun_Lotions=540; Distributed_Protective_Clothings_Caps=135; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=135
KISII,BARINGO,Gesusu  Hospital,Distibuted_Sunscreen_Lotions,25,Distibuted_Sunscreen_Lotions=900; Distributed_After_Sun_Lotions=900; Distributed_Protective_Clothings_Caps=225; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=225
KISII,BARINGO,Gesusu  Hospital,Distributed_Lip_Care_Products,25,Distibuted_Sunscreen_Lotions=900; Distributed_After_Sun_Lotions=900; Distributed_Protective_Clothings_Caps=225; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=225
KISII,BARINGO,Gesusu  Hospital,Distributed_After_Sun_Lotions,25,Distibuted_Sunscreen_Lotions=900; Distributed_After_Sun_Lotions=900; Distributed_Protective_Clothings_Caps=225; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=225
KISII,BARINGO,Gesusu  Hospital,Distributed_Protective_Clothings_Caps,6,Distibuted_Sunscreen_Lotions=900; Distributed_After_Sun_Lotions=900; Distributed_Protective_Clothings_Caps=225; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=225
KISII,BARINGO,Gesusu  Hospital,Distributed_Protective_Clothings_Long_sleeved_T-Shirts,6,Distibuted_Sunscreen_Lotions=900; Distributed_After_Sun_Lotions=900; Distributed_Protective_Clothings_Caps=225; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=225
KISII,BARINGO,Riyabe  Hospital,Distibuted_Sunscreen_Lotions,31,Distibuted_Sunscreen_Lotions=1080; Distributed_After_Sun_Lotions=1080; Distributed_Protective_Clothings_Caps=270; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=270
KISII,BARINGO,Riyabe  Hospital,Distributed_Lip_Care_Products,31,Distibuted_Sunscreen_Lotions=1080; Distributed_After_Sun_Lotions=1080; Distributed_Protective_Clothings_Caps=270; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=270
KISII,BARINGO,Riyabe  Hospital,Distributed_After_Sun_Lotions,31,Distibuted_Sunscreen_Lotions=1080; Distributed_After_Sun_Lotions=1080; Distributed_Protective_Clothings_Caps=270; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=270
KISII,BARINGO,Riyabe  Hospital,Distributed_Protective_Clothings_Caps,8,Distibuted_Sunscreen_Lotions=1080; Distributed_After_Sun_Lotions=1080; Distributed_Protective_Clothings_Caps=270; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=270
KISII,BARINGO,Riyabe  Hospital,Distributed_Protective_Clothings_Long_sleeved_T-Shirts,8,Distibuted_Sunscreen_Lotions=1080; Distributed_After_Sun_Lotions=1080; Distributed_Protective_Clothings_Caps=270; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=270
KISII,BARINGO,Marani Hospital,Distibuted_Sunscreen_Lotions,20,Distibuted_Sunscreen_Lotions=720; Distributed_After_Sun_Lotions=720; Distributed_Protective_Clothings_Caps=180; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=180
KISII,BARINGO,Marani Hospital,Distributed_Lip_Care_Products,20,Distibuted_Sunscreen_Lotions=720; Distributed_After_Sun_Lotions=720; Distributed_Protective_Clothings_Caps=180; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=180
KISII,BARINGO,Marani Hospital,Distributed_After_Sun_Lotions,20,Distibuted_Sunscreen_Lotions=720; Distributed_After_Sun_Lotions=720; Distributed_Protective_Clothings_Caps=180; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=180
KISII,BARINGO,Marani Hospital,Distributed_Protective_Clothings_Caps,5,Distibuted_Sunscreen_Lotions=720; Distributed_After_Sun_Lotions=720; Distributed_Protective_Clothings_Caps=180; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=180
KISII,BARINGO,Marani Hospital,Distributed_Protective_Clothings_Long_sleeved_T-Shirts,5,Distibuted_Sunscreen_Lotions=720; Distributed_After_Sun_Lotions=720; Distributed_Protective_Clothings_Caps=180; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=180
KISII,BARINGO,Kisii Lev 5,Distibuted_Sunscreen_Lotions,71,Distibuted_Sunscreen_Lotions=2520; Distributed_After_Sun_Lotions=2520; Distributed_Protective_Clothings_Caps=630; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=630
KISII,BARINGO,Kisii Lev 5,Distributed_Lip_Care_Products,71,Distibuted_Sunscreen_Lotions=2520; Distributed_After_Sun_Lotions=2520; Distributed_Protective_Clothings_Caps=630; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=630
KISII,BARINGO,Kisii Lev 5,Distributed_After_Sun_Lotions,71,Distibuted_Sunscreen_Lotions=2520; Distributed_After_Sun_Lotions=2520; Distributed_Protective_Clothings_Caps=630; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=630
KISII,BARINGO,Kisii Lev 5,Distributed_Protective_Clothings_Caps,18,Distibuted_Sunscreen_Lotions=2520; Distributed_After_Sun_Lotions=2520; Distributed_Protective_Clothings_Caps=630; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=630
KISII,BARINGO,Kisii Lev 5,Distributed_Protective_Clothings_Long_sleeved_T-Shirts,18,Distibuted_Sunscreen_Lotions=2520; Distributed_After_Sun_Lotions=2520; Distributed_Protective_Clothings_Caps=630; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=630
KISII,BARINGO,Keumbu  Hospital,Distibuted_Sunscreen_Lotions,15,Distibuted_Sunscreen_Lotions=540; Distributed_After_Sun_Lotions=540; Distributed_Protective_Clothings_Caps=135; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=135
KISII,BARINGO,Keumbu  Hospital,Distributed_Lip_Care_Products,15,Distibuted_Sunscreen_Lotions=540; Distributed_After_Sun_Lotions=540; Distributed_Protective_Clothings_Caps=135; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=135
KISII,BARINGO,Keumbu  Hospital,Distributed_After_Sun_Lotions,15,Distibuted_Sunscreen_Lotions=540; Distributed_After_Sun_Lotions=540; Distributed_Protective_Clothings_Caps=135; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=135
KISII,BARINGO,Keumbu  Hospital,Distributed_Protective_Clothings_Caps,4,Distibuted_Sunscreen_Lotions=540; Distributed_After_Sun_Lotions=540; Distributed_Protective_Clothings_Caps=135; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=135
KISII,BARINGO,Keumbu  Hospital,Distributed_Protective_Clothings_Long_sleeved_T-Shirts,4,Distibuted_Sunscreen_Lotions=540; Distributed_After_Sun_Lotions=540; Distributed_Protective_Clothings_Caps=135; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=135
KISII,BARINGO,Kisii Lev 5,Distibuted_Sunscreen_Lotions,2,Distibuted_Sunscreen_Lotions=2520; Distributed_After_Sun_Lotions=2520; Distributed_Protective_Clothings_Caps=630; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=630
KISII,SAMBURU,Nyamache Hospital,Distibuted_Sunscreen_Lotions,21,Distibuted_Sunscreen_Lotions=1620; Distributed_After_Sun_Lotions=1620; Distributed_Protective_Clothings_Caps=405; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=405
KISII,SAMBURU,Nyamache Hospital,Distributed_Lip_Care_Products,21,Distibuted_Sunscreen_Lotions=1620; Distributed_After_Sun_Lotions=1620; Distributed_Protective_Clothings_Caps=405; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=405
KISII,SAMBURU,Nyamache Hospital,Distributed_After_Sun_Lotions,21,Distibuted_Sunscreen_Lotions=1620; Distributed_After_Sun_Lotions=1620; Distributed_Protective_Clothings_Caps=405; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=405
KISII,SAMBURU,Nyamache Hospital,Distributed_Protective_Clothings_Caps,5,Distibuted_Sunscreen_Lotions=1620; Distributed_After_Sun_Lotions=1620; Distributed_Protective_Clothings_Caps=405; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=405
KISII,SAMBURU,Nyamache Hospital,Distributed_Protective_Clothings_Long_sleeved_T-Shirts,5,Distibuted_Sunscreen_Lotions=1620; Distributed_After_Sun_Lotions=1620; Distributed_Protective_Clothings_Caps=405; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=405
KISII,SAMBURU,Nyamarambe/Nduru Hospital,Distibuted_Sunscreen_Lotions,28,Distibuted_Sunscreen_Lotions=2160; Distributed_After_Sun_Lotions=2160; Distributed_Protective_Clothings_Caps=540; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=540
KISII,SAMBURU,Nyamarambe/Nduru Hospital,Distributed_Lip_Care_Products,28,Distibuted_Sunscreen_Lotions=2160; Distributed_After_Sun_Lotions=2160; Distributed_Protective_Clothings_Caps=540; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=540
KISII,SAMBURU,Nyamarambe/Nduru Hospital,Distributed_After_Sun_Lotions,28,Distibuted_Sunscreen_Lotions=2160; Distributed_After_Sun_Lotions=2160; Distributed_Protective_Clothings_Caps=540; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=540
KISII,SAMBURU,Nyamarambe/Nduru Hospital,Distributed_Protective_Clothings_Caps,7,Distibuted_Sunscreen_Lotions=2160; Distributed_After_Sun_Lotions=2160; Distributed_Protective_Clothings_Caps=540; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=540
KISII,SAMBURU,Nyamarambe/Nduru Hospital,Distributed_Protective_Clothings_Long_sleeved_T-Shirts,7,Distibuted_Sunscreen_Lotions=2160; Distributed_After_Sun_Lotions=2160; Distributed_Protective_Clothings_Caps=540; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=540
KISII,SAMBURU,Kenyenya Hospital,Distibuted_Sunscreen_Lotions,19,Distibuted_Sunscreen_Lotions=1440; Distributed_After_Sun_Lotions=1440; Distributed_Protective_Clothings_Caps=360; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=360
KISII,SAMBURU,Kenyenya Hospital,Distributed_Lip_Care_Products,19,Distibuted_Sunscreen_Lotions=1440; Distributed_After_Sun_Lotions=1440; Distributed_Protective_Clothings_Caps=360; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=360
KISII,SAMBURU,Kenyenya Hospital,Distributed_After_Sun_Lotions,19,Distibuted_Sunscreen_Lotions=1440; Distributed_After_Sun_Lotions=1440; Distributed_Protective_Clothings_Caps=360; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=360
KISII,SAMBURU,Kenyenya Hospital,Distributed_Protective_Clothings_Caps,5,Distibuted_Sunscreen_Lotions=1440; Distributed_After_Sun_Lotions=1440; Distributed_Protective_Clothings_Caps=360; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=360
KISII,SAMBURU,Kenyenya Hospital,Distributed_Protective_Clothings_Long_sleeved_T-Shirts,5,Distibuted_Sunscreen_Lotions=1440; Distributed_After_Sun_Lotions=1440; Distributed_Protective_Clothings_Caps=360; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=360
KISII,SAMBURU,Ogembo Hosptal/Gucha,Distibuted_Sunscreen_Lotions,7,Distibuted_Sunscreen_Lotions=540; Distributed_After_Sun_Lotions=540; Distributed_Protective_Clothings_Caps=135; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=135
KISII,SAMBURU,Ogembo Hosptal/Gucha,Distributed_Lip_Care_Products,7,Distibuted_Sunscreen_Lotions=540; Distributed_After_Sun_Lotions=540; Distributed_Protective_Clothings_Caps=135; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=135
KISII,SAMBURU,Ogembo Hosptal/Gucha,Distributed_After_Sun_Lotions,7,Distibuted_Sunscreen_Lotions=540; Distributed_After_Sun_Lotions=540; Distributed_Protective_Clothings_Caps=135; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=135
KISII,SAMBURU,Ogembo Hosptal/Gucha,Distributed_Protective_Clothings_Caps,2,Distibuted_Sunscreen_Lotions=540; Distributed_After_Sun_Lotions=540; Distributed_Protective_Clothings_Caps=135; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=135
KISII,SAMBURU,Ogembo Hosptal/Gucha,Distributed_Protective_Clothings_Long_sleeved_T-Shirts,2,Distibuted_Sunscreen_Lotions=540; Distributed_After_Sun_Lotions=540; Distributed_Protective_Clothings_Caps=135; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=135
KISII,SAMBURU,Gesusu  Hospital,Distibuted_Sunscreen_Lotions,12,Distibuted_Sunscreen_Lotions=900; Distributed_After_Sun_Lotions=900; Distributed_Protective_Clothings_Caps=225; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=225
KISII,SAMBURU,Gesusu  Hospital,Distributed_Lip_Care_Products,12,Distibuted_Sunscreen_Lotions=900; Distributed_After_Sun_Lotions=900; Distributed_Protective_Clothings_Caps=225; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=225
KISII,SAMBURU,Gesusu  Hospital,Distributed_After_Sun_Lotions,12,Distibuted_Sunscreen_Lotions=900; Distributed_After_Sun_Lotions=900; Distributed_Protective_Clothings_Caps=225; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=225
KISII,SAMBURU,Gesusu  Hospital,Distributed_Protective_Clothings_Caps,3,Distibuted_Sunscreen_Lotions=900; Distributed_After_Sun_Lotions=900; Distributed_Protective_Clothings_Caps=225; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=225
KISII,SAMBURU,Gesusu  Hospital,Distributed_Protective_Clothings_Long_sleeved_T-Shirts,3,Distibuted_Sunscreen_Lotions=900; Distributed_After_Sun_Lotions=900; Distributed_Protective_Clothings_Caps=225; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=225
KISII,SAMBURU,Riyabe  Hospital,Distibuted_Sunscreen_Lotions,14,Distibuted_Sunscreen_Lotions=1080; Distributed_After_Sun_Lotions=1080; Distributed_Protective_Clothings_Caps=270; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=270
KISII,SAMBURU,Riyabe  Hospital,Distributed_Lip_Care_Products,14,Distibuted_Sunscreen_Lotions=1080; Distributed_After_Sun_Lotions=1080; Distributed_Protective_Clothings_Caps=270; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=270
KISII,SAMBURU,Riyabe  Hospital,Distributed_After_Sun_Lotions,14,Distibuted_Sunscreen_Lotions=1080; Distributed_After_Sun_Lotions=1080; Distributed_Protective_Clothings_Caps=270; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=270
KISII,SAMBURU,Riyabe  Hospital,Distributed_Protective_Clothings_Caps,4,Distibuted_Sunscreen_Lotions=1080; Distributed_After_Sun_Lotions=1080; Distributed_Protective_Clothings_Caps=270; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=270
KISII,SAMBURU,Riyabe  Hospital,Distributed_Protective_Clothings_Long_sleeved_T-Shirts,4,Distibuted_Sunscreen_Lotions=1080; Distributed_After_Sun_Lotions=1080; Distributed_Protective_Clothings_Caps=270; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=270
KISII,SAMBURU,Marani Hospital,Distibuted_Sunscreen_Lotions,9,Distibuted_Sunscreen_Lotions=720; Distributed_After_Sun_Lotions=720; Distributed_Protective_Clothings_Caps=180; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=180
KISII,SAMBURU,Marani Hospital,Distributed_Lip_Care_Products,9,Distibuted_Sunscreen_Lotions=720; Distributed_After_Sun_Lotions=720; Distributed_Protective_Clothings_Caps=180; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=180
KISII,SAMBURU,Marani Hospital,Distributed_After_Sun_Lotions,9,Distibuted_Sunscreen_Lotions=720; Distributed_After_Sun_Lotions=720; Distributed_Protective_Clothings_Caps=180; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=180
KISII,SAMBURU,Marani Hospital,Distributed_Protective_Clothings_Caps,2,Distibuted_Sunscreen_Lotions=720; Distributed_After_Sun_Lotions=720; Distributed_Protective_Clothings_Caps=180; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=180
KISII,SAMBURU,Marani Hospital,Distributed_Protective_Clothings_Long_sleeved_T-Shirts,2,Distibuted_Sunscreen_Lotions=720; Distributed_After_Sun_Lotions=720; Distributed_Protective_Clothings_Caps=180; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=180
KISII,SAMBURU,Kisii Lev 5,Distibuted_Sunscreen_Lotions,33,Distibuted_Sunscreen_Lotions=2520; Distributed_After_Sun_Lotions=2520; Distributed_Protective_Clothings_Caps=630; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=630
KISII,SAMBURU,Kisii Lev 5,Distributed_Lip_Care_Products,33,Distibuted_Sunscreen_Lotions=2520; Distributed_After_Sun_Lotions=2520; Distributed_Protective_Clothings_Caps=630; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=630
KISII,SAMBURU,Kisii Lev 5,Distributed_After_Sun_Lotions,33,Distibuted_Sunscreen_Lotions=2520; Distributed_After_Sun_Lotions=2520; Distributed_Protective_Clothings_Caps=630; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=630
KISII,SAMBURU,Kisii Lev 5,Distributed_Protective_Clothings_Caps,8,Distibuted_Sunscreen_Lotions=2520; Distributed_After_Sun_Lotions=2520; Distributed_Protective_Clothings_Caps=630; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=630
KISII,SAMBURU,Kisii Lev 5,Distributed_Protective_Clothings_Long_sleeved_T-Shirts,8,Distibuted_Sunscreen_Lotions=2520; Distributed_After_Sun_Lotions=2520; Distributed_Protective_Clothings_Caps=630; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=630
KISII,SAMBURU,Keumbu  Hospital,Distibuted_Sunscreen_Lotions,7,Distibuted_Sunscreen_Lotions=540; Distributed_After_Sun_Lotions=540; Distributed_Protective_Clothings_Caps=135; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=135
KISII,SAMBURU,Keumbu  Hospital,Distributed_Lip_Care_Products,7,Distibuted_Sunscreen_Lotions=540; Distributed_After_Sun_Lotions=540; Distributed_Protective_Clothings_Caps=135; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=135
KISII,SAMBURU,Keumbu  Hospital,Distributed_After_Sun_Lotions,7,Distibuted_Sunscreen_Lotions=540; Distributed_After_Sun_Lotions=540; Distributed_Protective_Clothings_Caps=135; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=135
KISII,SAMBURU,Keumbu  Hospital,Distributed_Protective_Clothings_Caps,2,Distibuted_Sunscreen_Lotions=540; Distributed_After_Sun_Lotions=540; Distributed_Protective_Clothings_Caps=135; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=135
KISII,SAMBURU,Keumbu  Hospital,Distributed_Protective_Clothings_Long_sleeved_T-Shirts,2,Distibuted_Sunscreen_Lotions=540; Distributed_After_Sun_Lotions=540; Distributed_Protective_Clothings_Caps=135; Distributed_Protective_Clothings_Long_sleeved_T-Shirts=135
